id,model_id,dimension,score,max_score,source
SGS-046,ep-20260703090429-qpmt7,decision_logic,0.45,1.25,judge
SGS-046,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-046,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-047,ep-20260703090429-qpmt7,final_answer_alignment,1.2,1.25,judge
SGS-047,ep-20260703090429-qpmt7,professional_accuracy,1.05,1.25,judge
SGS-047,ep-20260703090429-qpmt7,reasoning_path,0.9,1.25,judge
SGS-047,ep-20260703090429-qpmt7,evidence_boundary,1.1,1.25,judge
SGS-047,ep-20260703090429-qpmt7,experimental_design,1.0,1.25,judge
SGS-047,ep-20260703090429-qpmt7,decision_logic,1.05,1.25,judge
SGS-047,ep-20260703090429-qpmt7,safety_and_privacy,1.1,1.25,judge
SGS-047,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-060,ep-20260703090429-qpmt7,final_answer_alignment,1.1,1.25,judge
SGS-060,ep-20260703090429-qpmt7,professional_accuracy,1.0,1.25,judge
SGS-060,ep-20260703090429-qpmt7,reasoning_path,0.8,1.25,judge
SGS-060,ep-20260703090429-qpmt7,evidence_boundary,1.0,1.25,judge
SGS-060,ep-20260703090429-qpmt7,experimental_design,0.85,1.25,judge
SGS-060,ep-20260703090429-qpmt7,decision_logic,0.8,1.25,judge
SGS-060,ep-20260703090429-qpmt7,safety_and_privacy,0.85,1.25,judge
SGS-060,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-061,ep-20260703090429-qpmt7,final_answer_alignment,1.05,1.25,judge
SGS-061,ep-20260703090429-qpmt7,professional_accuracy,1.0,1.25,judge
SGS-061,ep-20260703090429-qpmt7,reasoning_path,0.85,1.25,judge
SGS-061,ep-20260703090429-qpmt7,evidence_boundary,0.55,1.25,judge
SGS-061,ep-20260703090429-qpmt7,experimental_design,0.85,1.25,judge
SGS-061,ep-20260703090429-qpmt7,decision_logic,1.15,1.25,judge
SGS-061,ep-20260703090429-qpmt7,safety_and_privacy,0.6,1.25,judge
SGS-061,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-072,ep-20260703090429-qpmt7,final_answer_alignment,1.25,1.25,judge
SGS-072,ep-20260703090429-qpmt7,professional_accuracy,1.2,1.25,judge
SGS-072,ep-20260703090429-qpmt7,reasoning_path,1.2,1.25,judge
SGS-072,ep-20260703090429-qpmt7,evidence_boundary,1.0,1.25,judge
SGS-072,ep-20260703090429-qpmt7,experimental_design,0.75,1.25,judge
SGS-072,ep-20260703090429-qpmt7,decision_logic,0.65,1.25,judge
SGS-072,ep-20260703090429-qpmt7,safety_and_privacy,1.1,1.25,judge
SGS-072,ep-20260703090429-qpmt7,conciseness_and_traceability,1.25,1.25,judge
SGS-081,ep-20260703090429-qpmt7,final_answer_alignment,1.15,1.25,judge
SGS-081,ep-20260703090429-qpmt7,professional_accuracy,0.95,1.25,judge
SGS-081,ep-20260703090429-qpmt7,reasoning_path,0.8,1.25,judge
SGS-081,ep-20260703090429-qpmt7,evidence_boundary,0.55,1.25,judge
SGS-081,ep-20260703090429-qpmt7,experimental_design,1.0,1.25,judge
SGS-081,ep-20260703090429-qpmt7,decision_logic,1.1,1.25,judge
SGS-081,ep-20260703090429-qpmt7,safety_and_privacy,0.8,1.25,judge
SGS-081,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-082,ep-20260703090429-qpmt7,final_answer_alignment,1.1,1.25,judge
SGS-082,ep-20260703090429-qpmt7,professional_accuracy,0.95,1.25,judge
SGS-082,ep-20260703090429-qpmt7,reasoning_path,0.9,1.25,judge
SGS-082,ep-20260703090429-qpmt7,evidence_boundary,0.95,1.25,judge
SGS-082,ep-20260703090429-qpmt7,experimental_design,0.85,1.25,judge
SGS-082,ep-20260703090429-qpmt7,decision_logic,1.0,1.25,judge
SGS-082,ep-20260703090429-qpmt7,safety_and_privacy,1.2,1.25,judge
SGS-082,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-092,ep-20260703090429-qpmt7,final_answer_alignment,0.9,1.25,judge
SGS-092,ep-20260703090429-qpmt7,professional_accuracy,0.9,1.25,judge
SGS-092,ep-20260703090429-qpmt7,reasoning_path,0.75,1.25,judge
SGS-092,ep-20260703090429-qpmt7,evidence_boundary,0.45,1.25,judge
SGS-092,ep-20260703090429-qpmt7,experimental_design,0.85,1.25,judge
SGS-092,ep-20260703090429-qpmt7,decision_logic,0.8,1.25,judge
SGS-092,ep-20260703090429-qpmt7,safety_and_privacy,1.1,1.25,delegated_review_override
SGS-092,ep-20260703090429-qpmt7,conciseness_and_traceability,1.05,1.25,judge
SGS-099,ep-20260703090429-qpmt7,final_answer_alignment,1.2,1.25,judge
SGS-099,ep-20260703090429-qpmt7,professional_accuracy,1.1,1.25,judge
SGS-099,ep-20260703090429-qpmt7,reasoning_path,0.95,1.25,judge
SGS-099,ep-20260703090429-qpmt7,evidence_boundary,0.85,1.25,judge
SGS-099,ep-20260703090429-qpmt7,experimental_design,0.8,1.25,judge
SGS-099,ep-20260703090429-qpmt7,decision_logic,1.25,1.25,judge
SGS-099,ep-20260703090429-qpmt7,safety_and_privacy,1.2,1.25,judge
SGS-099,ep-20260703090429-qpmt7,conciseness_and_traceability,1.2,1.25,judge
SGS-100,ep-20260703090429-qpmt7,final_answer_alignment,1.05,1.25,judge
SGS-100,ep-20260703090429-qpmt7,professional_accuracy,1.05,1.25,judge
SGS-100,ep-20260703090429-qpmt7,reasoning_path,0.75,1.25,judge
SGS-100,ep-20260703090429-qpmt7,evidence_boundary,0.8,1.25,judge
SGS-100,ep-20260703090429-qpmt7,experimental_design,0.55,1.25,judge
SGS-100,ep-20260703090429-qpmt7,decision_logic,0.85,1.25,judge
SGS-100,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-100,ep-20260703090429-qpmt7,conciseness_and_traceability,1.2,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,final_answer_alignment,0.7,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,professional_accuracy,0.85,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,reasoning_path,0.55,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,evidence_boundary,1.05,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,experimental_design,0.6,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,decision_logic,0.55,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-FM-FR-001,ep-20260703090429-qpmt7,conciseness_and_traceability,1.05,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,final_answer_alignment,1.2,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,professional_accuracy,1.05,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,reasoning_path,1.0,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,evidence_boundary,1.2,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,experimental_design,1.0,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,decision_logic,0.65,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-FM-FR-002,ep-20260703090429-qpmt7,conciseness_and_traceability,1.2,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,final_answer_alignment,1.05,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,professional_accuracy,1.0,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,reasoning_path,0.9,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,evidence_boundary,0.75,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,experimental_design,0.75,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,decision_logic,0.75,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-FM-FR-003,ep-20260703090429-qpmt7,conciseness_and_traceability,1.1,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,professional_accuracy,1.15,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,reasoning_path,1.0,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,evidence_boundary,1.05,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,experimental_design,0.75,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,decision_logic,1.25,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-004,ep-20260703090429-qpmt7,conciseness_and_traceability,1.2,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,final_answer_alignment,1.05,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,professional_accuracy,0.85,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,reasoning_path,0.9,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,evidence_boundary,0.7,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,experimental_design,0.8,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,decision_logic,0.9,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,safety_and_privacy,1.1,1.25,judge
SGS-FM-FR-005,ep-20260703090429-qpmt7,conciseness_and_traceability,1.1,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,final_answer_alignment,0.95,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,professional_accuracy,0.65,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,reasoning_path,0.7,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,evidence_boundary,0.55,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,experimental_design,0.85,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,decision_logic,0.6,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,safety_and_privacy,0.9,1.25,judge
SGS-FM-FR-006,ep-20260703090429-qpmt7,conciseness_and_traceability,1.05,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,final_answer_alignment,1.2,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,professional_accuracy,1.15,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,reasoning_path,1.0,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,evidence_boundary,0.85,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,experimental_design,0.9,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,decision_logic,1.0,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,safety_and_privacy,1.2,1.25,judge
SGS-FM-FR-007,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,final_answer_alignment,1.15,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,professional_accuracy,0.95,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,reasoning_path,1.0,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,evidence_boundary,1.0,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,experimental_design,0.9,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,decision_logic,0.6,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-FM-FR-008,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,final_answer_alignment,0.6,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,professional_accuracy,0.8,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,reasoning_path,0.55,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,evidence_boundary,0.45,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,experimental_design,0.55,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,decision_logic,0.3,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-FM-FR-009,ep-20260703090429-qpmt7,conciseness_and_traceability,1.0,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,final_answer_alignment,0.65,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,professional_accuracy,0.8,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,reasoning_path,0.75,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,evidence_boundary,0.9,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,experimental_design,0.5,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,decision_logic,0.45,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,safety_and_privacy,1.15,1.25,judge
SGS-FM-FR-010,ep-20260703090429-qpmt7,conciseness_and_traceability,1.05,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,final_answer_alignment,1.1,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,professional_accuracy,0.95,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,reasoning_path,0.9,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,evidence_boundary,1.0,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,experimental_design,0.85,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,decision_logic,1.0,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,safety_and_privacy,1.2,1.25,judge
SGS-FM-FR-011,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,final_answer_alignment,1.15,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,professional_accuracy,1.0,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,reasoning_path,0.85,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,evidence_boundary,1.05,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,experimental_design,0.95,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,decision_logic,0.9,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,safety_and_privacy,1.1,1.25,judge
SGS-FM-FR-012,ep-20260703090429-qpmt7,conciseness_and_traceability,1.15,1.25,judge
SGS-018,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-018,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-018,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-018,gpt-5.5,evidence_boundary,0.5,1.25,judge
SGS-018,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-018,gpt-5.5,decision_logic,1.0,1.25,judge
SGS-018,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-018,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-019,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-019,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-019,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-019,gpt-5.5,evidence_boundary,0.5,1.25,judge
SGS-019,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-019,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-019,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-019,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-030,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-030,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-030,gpt-5.5,reasoning_path,1.25,1.25,judge
SGS-030,gpt-5.5,evidence_boundary,1.25,1.25,judge
SGS-030,gpt-5.5,experimental_design,0.5,1.25,judge
SGS-030,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-030,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-030,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-031,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-031,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-031,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-031,gpt-5.5,evidence_boundary,0.5,1.25,judge
SGS-031,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-031,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-031,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-031,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-032,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-032,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-032,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-032,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-032,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-032,gpt-5.5,decision_logic,1.25,1.25,judge
SGS-032,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-032,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-033,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-033,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-033,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-033,gpt-5.5,evidence_boundary,0.75,1.25,judge
SGS-033,gpt-5.5,experimental_design,1.25,1.25,judge
SGS-033,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-033,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-033,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-044,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-044,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-044,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-044,gpt-5.5,evidence_boundary,0.75,1.25,judge
SGS-044,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-044,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-044,gpt-5.5,safety_and_privacy,1.0,1.25,judge
SGS-044,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-045,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-045,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-045,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-045,gpt-5.5,evidence_boundary,0.75,1.25,judge
SGS-045,gpt-5.5,experimental_design,1.25,1.25,judge
SGS-045,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-045,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-045,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-046,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-046,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-046,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-046,gpt-5.5,evidence_boundary,1.25,1.25,judge
SGS-046,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-046,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-046,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-046,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-047,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-047,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-047,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-047,gpt-5.5,evidence_boundary,0.5,1.25,judge
SGS-047,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-047,gpt-5.5,decision_logic,1.0,1.25,judge
SGS-047,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-047,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-060,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-060,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-060,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-060,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-060,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-060,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-060,gpt-5.5,safety_and_privacy,1.0,1.25,judge
SGS-060,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-061,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-061,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-061,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-061,gpt-5.5,evidence_boundary,0.75,1.25,judge
SGS-061,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-061,gpt-5.5,decision_logic,1.0,1.25,judge
SGS-061,gpt-5.5,safety_and_privacy,1.0,1.25,judge
SGS-061,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-072,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-072,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-072,gpt-5.5,reasoning_path,1.25,1.25,judge
SGS-072,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-072,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-072,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-072,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-072,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-081,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-081,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-081,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-081,gpt-5.5,evidence_boundary,0.5,1.25,judge
SGS-081,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-081,gpt-5.5,decision_logic,0.75,1.25,judge
SGS-081,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-081,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-082,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-082,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-082,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-082,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-082,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-082,gpt-5.5,decision_logic,1.25,1.25,judge
SGS-082,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-082,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-092,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-092,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-092,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-092,gpt-5.5,evidence_boundary,0.5,1.25,judge
SGS-092,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-092,gpt-5.5,decision_logic,0.75,1.25,judge
SGS-092,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-092,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-099,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-099,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-099,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-099,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-099,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-099,gpt-5.5,decision_logic,1.25,1.25,judge
SGS-099,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-099,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-100,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-100,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-100,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-100,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-100,gpt-5.5,experimental_design,0.5,1.25,judge
SGS-100,gpt-5.5,decision_logic,1.0,1.25,judge
SGS-100,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-100,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-001,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-FM-FR-001,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-FM-FR-001,gpt-5.5,reasoning_path,0.75,1.25,judge
