id,model_id,dimension,score,max_score,source
SGS-FM-FR-001,gpt-5.5,evidence_boundary,1.25,1.25,judge
SGS-FM-FR-001,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-FM-FR-001,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-FM-FR-001,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-001,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-002,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-002,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-002,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-002,gpt-5.5,evidence_boundary,1.25,1.25,judge
SGS-FM-FR-002,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-FM-FR-002,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-FM-FR-002,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-002,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-003,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-003,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-003,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-003,gpt-5.5,evidence_boundary,0.75,1.25,judge
SGS-FM-FR-003,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-FM-FR-003,gpt-5.5,decision_logic,1.0,1.25,judge
SGS-FM-FR-003,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-003,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-004,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-004,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-004,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-004,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-FM-FR-004,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-FM-FR-004,gpt-5.5,decision_logic,1.25,1.25,judge
SGS-FM-FR-004,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-004,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-005,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-FM-FR-005,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-FM-FR-005,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-FM-FR-005,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-FM-FR-005,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-FM-FR-005,gpt-5.5,decision_logic,0.75,1.25,judge
SGS-FM-FR-005,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-005,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-006,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-FM-FR-006,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-FM-FR-006,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-FM-FR-006,gpt-5.5,evidence_boundary,0.75,1.25,judge
SGS-FM-FR-006,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-FM-FR-006,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-FM-FR-006,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-006,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-FM-FR-007,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-007,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-007,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-007,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-FM-FR-007,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-FM-FR-007,gpt-5.5,decision_logic,1.25,1.25,judge
SGS-FM-FR-007,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-007,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-008,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-FM-FR-008,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-008,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-008,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-FM-FR-008,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-FM-FR-008,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-FM-FR-008,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-008,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-009,gpt-5.5,final_answer_alignment,1.0,1.25,judge
SGS-FM-FR-009,gpt-5.5,professional_accuracy,1.0,1.25,judge
SGS-FM-FR-009,gpt-5.5,reasoning_path,0.75,1.25,judge
SGS-FM-FR-009,gpt-5.5,evidence_boundary,0.75,1.25,judge
SGS-FM-FR-009,gpt-5.5,experimental_design,0.75,1.25,judge
SGS-FM-FR-009,gpt-5.5,decision_logic,0.5,1.25,judge
SGS-FM-FR-009,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-009,gpt-5.5,conciseness_and_traceability,1.0,1.25,judge
SGS-FM-FR-010,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-010,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-010,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-010,gpt-5.5,evidence_boundary,1.25,1.25,judge
SGS-FM-FR-010,gpt-5.5,experimental_design,1.25,1.25,judge
SGS-FM-FR-010,gpt-5.5,decision_logic,0.75,1.25,judge
SGS-FM-FR-010,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-010,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-011,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-011,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-011,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-011,gpt-5.5,evidence_boundary,1.0,1.25,judge
SGS-FM-FR-011,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-FM-FR-011,gpt-5.5,decision_logic,1.25,1.25,judge
SGS-FM-FR-011,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-011,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-FM-FR-012,gpt-5.5,final_answer_alignment,1.25,1.25,judge
SGS-FM-FR-012,gpt-5.5,professional_accuracy,1.25,1.25,judge
SGS-FM-FR-012,gpt-5.5,reasoning_path,1.0,1.25,judge
SGS-FM-FR-012,gpt-5.5,evidence_boundary,1.25,1.25,judge
SGS-FM-FR-012,gpt-5.5,experimental_design,1.0,1.25,judge
SGS-FM-FR-012,gpt-5.5,decision_logic,0.75,1.25,judge
SGS-FM-FR-012,gpt-5.5,safety_and_privacy,1.25,1.25,judge
SGS-FM-FR-012,gpt-5.5,conciseness_and_traceability,1.25,1.25,judge
SGS-018,mimo-v2.5-pro,final_answer_alignment,0.7,1.25,judge
SGS-018,mimo-v2.5-pro,professional_accuracy,0.9,1.25,judge
SGS-018,mimo-v2.5-pro,reasoning_path,0.45,1.25,judge
SGS-018,mimo-v2.5-pro,evidence_boundary,0.35,1.25,judge
SGS-018,mimo-v2.5-pro,experimental_design,0.75,1.25,judge
SGS-018,mimo-v2.5-pro,decision_logic,0.25,1.25,judge
SGS-018,mimo-v2.5-pro,safety_and_privacy,1.0,1.25,judge
SGS-018,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-019,mimo-v2.5-pro,final_answer_alignment,0.9,1.25,judge
SGS-019,mimo-v2.5-pro,professional_accuracy,0.85,1.25,judge
SGS-019,mimo-v2.5-pro,reasoning_path,0.65,1.25,judge
SGS-019,mimo-v2.5-pro,evidence_boundary,0.35,1.25,judge
SGS-019,mimo-v2.5-pro,experimental_design,0.75,1.25,judge
SGS-019,mimo-v2.5-pro,decision_logic,0.3,1.25,judge
SGS-019,mimo-v2.5-pro,safety_and_privacy,1.1,1.25,judge
SGS-019,mimo-v2.5-pro,conciseness_and_traceability,1.0,1.25,judge
SGS-030,mimo-v2.5-pro,final_answer_alignment,1.05,1.25,judge
SGS-030,mimo-v2.5-pro,professional_accuracy,1.05,1.25,judge
SGS-030,mimo-v2.5-pro,reasoning_path,0.65,1.25,judge
SGS-030,mimo-v2.5-pro,evidence_boundary,1.05,1.25,judge
SGS-030,mimo-v2.5-pro,experimental_design,0.3,1.25,judge
SGS-030,mimo-v2.5-pro,decision_logic,0.45,1.25,judge
SGS-030,mimo-v2.5-pro,safety_and_privacy,1.15,1.25,judge
SGS-030,mimo-v2.5-pro,conciseness_and_traceability,1.05,1.25,judge
SGS-031,mimo-v2.5-pro,final_answer_alignment,0.85,1.25,judge
SGS-031,mimo-v2.5-pro,professional_accuracy,0.85,1.25,judge
SGS-031,mimo-v2.5-pro,reasoning_path,0.55,1.25,judge
SGS-031,mimo-v2.5-pro,evidence_boundary,0.35,1.25,judge
SGS-031,mimo-v2.5-pro,experimental_design,0.8,1.25,judge
SGS-031,mimo-v2.5-pro,decision_logic,0.25,1.25,judge
SGS-031,mimo-v2.5-pro,safety_and_privacy,0.85,1.25,judge
SGS-031,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-032,mimo-v2.5-pro,final_answer_alignment,0.85,1.25,judge
SGS-032,mimo-v2.5-pro,professional_accuracy,0.85,1.25,judge
SGS-032,mimo-v2.5-pro,reasoning_path,0.55,1.25,judge
SGS-032,mimo-v2.5-pro,evidence_boundary,0.45,1.25,judge
SGS-032,mimo-v2.5-pro,experimental_design,0.55,1.25,judge
SGS-032,mimo-v2.5-pro,decision_logic,0.7,1.25,judge
SGS-032,mimo-v2.5-pro,safety_and_privacy,1.1,1.25,judge
SGS-032,mimo-v2.5-pro,conciseness_and_traceability,1.0,1.25,judge
SGS-033,mimo-v2.5-pro,final_answer_alignment,1.0,1.25,judge
SGS-033,mimo-v2.5-pro,professional_accuracy,0.95,1.25,judge
SGS-033,mimo-v2.5-pro,reasoning_path,0.7,1.25,judge
SGS-033,mimo-v2.5-pro,evidence_boundary,0.45,1.25,judge
SGS-033,mimo-v2.5-pro,experimental_design,0.75,1.25,judge
SGS-033,mimo-v2.5-pro,decision_logic,0.35,1.25,judge
SGS-033,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-033,mimo-v2.5-pro,conciseness_and_traceability,1.0,1.25,judge
SGS-044,mimo-v2.5-pro,final_answer_alignment,1.0,1.25,judge
SGS-044,mimo-v2.5-pro,professional_accuracy,1.0,1.25,judge
SGS-044,mimo-v2.5-pro,reasoning_path,0.8,1.25,judge
SGS-044,mimo-v2.5-pro,evidence_boundary,0.55,1.25,judge
SGS-044,mimo-v2.5-pro,experimental_design,0.75,1.25,judge
SGS-044,mimo-v2.5-pro,decision_logic,0.35,1.25,judge
SGS-044,mimo-v2.5-pro,safety_and_privacy,0.95,1.25,judge
SGS-044,mimo-v2.5-pro,conciseness_and_traceability,1.0,1.25,judge
SGS-045,mimo-v2.5-pro,final_answer_alignment,0.55,1.25,judge
SGS-045,mimo-v2.5-pro,professional_accuracy,0.85,1.25,judge
SGS-045,mimo-v2.5-pro,reasoning_path,0.65,1.25,judge
SGS-045,mimo-v2.5-pro,evidence_boundary,0.3,1.25,judge
SGS-045,mimo-v2.5-pro,experimental_design,0.45,1.25,judge
SGS-045,mimo-v2.5-pro,decision_logic,0.25,1.25,judge
SGS-045,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-045,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-046,mimo-v2.5-pro,final_answer_alignment,0.7,1.25,judge
SGS-046,mimo-v2.5-pro,professional_accuracy,0.7,1.25,judge
SGS-046,mimo-v2.5-pro,reasoning_path,0.55,1.25,judge
SGS-046,mimo-v2.5-pro,evidence_boundary,0.8,1.25,judge
SGS-046,mimo-v2.5-pro,experimental_design,0.2,1.25,judge
SGS-046,mimo-v2.5-pro,decision_logic,0.2,1.25,judge
SGS-046,mimo-v2.5-pro,safety_and_privacy,1.1,1.25,judge
SGS-046,mimo-v2.5-pro,conciseness_and_traceability,0.95,1.25,judge
SGS-047,mimo-v2.5-pro,final_answer_alignment,0.9,1.25,judge
SGS-047,mimo-v2.5-pro,professional_accuracy,0.85,1.25,judge
SGS-047,mimo-v2.5-pro,reasoning_path,0.55,1.25,judge
SGS-047,mimo-v2.5-pro,evidence_boundary,0.35,1.25,judge
SGS-047,mimo-v2.5-pro,experimental_design,0.7,1.25,judge
SGS-047,mimo-v2.5-pro,decision_logic,0.55,1.25,judge
SGS-047,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-047,mimo-v2.5-pro,conciseness_and_traceability,1.0,1.25,judge
SGS-060,mimo-v2.5-pro,final_answer_alignment,0.85,1.25,judge
SGS-060,mimo-v2.5-pro,professional_accuracy,0.8,1.25,judge
SGS-060,mimo-v2.5-pro,reasoning_path,0.45,1.25,judge
SGS-060,mimo-v2.5-pro,evidence_boundary,0.6,1.25,judge
SGS-060,mimo-v2.5-pro,experimental_design,0.5,1.25,judge
SGS-060,mimo-v2.5-pro,decision_logic,0.4,1.25,judge
SGS-060,mimo-v2.5-pro,safety_and_privacy,0.9,1.25,judge
SGS-060,mimo-v2.5-pro,conciseness_and_traceability,0.95,1.25,judge
SGS-061,mimo-v2.5-pro,final_answer_alignment,0.95,1.25,judge
SGS-061,mimo-v2.5-pro,professional_accuracy,0.75,1.25,judge
SGS-061,mimo-v2.5-pro,reasoning_path,0.45,1.25,judge
SGS-061,mimo-v2.5-pro,evidence_boundary,0.3,1.25,judge
SGS-061,mimo-v2.5-pro,experimental_design,0.55,1.25,judge
SGS-061,mimo-v2.5-pro,decision_logic,0.7,1.25,judge
SGS-061,mimo-v2.5-pro,safety_and_privacy,0.8,1.25,judge
SGS-061,mimo-v2.5-pro,conciseness_and_traceability,1.0,1.25,judge
SGS-072,mimo-v2.5-pro,final_answer_alignment,1.15,1.25,judge
SGS-072,mimo-v2.5-pro,professional_accuracy,1.1,1.25,judge
SGS-072,mimo-v2.5-pro,reasoning_path,1.0,1.25,judge
SGS-072,mimo-v2.5-pro,evidence_boundary,0.75,1.25,judge
SGS-072,mimo-v2.5-pro,experimental_design,0.65,1.25,judge
SGS-072,mimo-v2.5-pro,decision_logic,0.45,1.25,judge
SGS-072,mimo-v2.5-pro,safety_and_privacy,1.0,1.25,judge
SGS-072,mimo-v2.5-pro,conciseness_and_traceability,1.1,1.25,judge
SGS-081,mimo-v2.5-pro,final_answer_alignment,0.45,1.25,judge
SGS-081,mimo-v2.5-pro,professional_accuracy,0.75,1.25,judge
SGS-081,mimo-v2.5-pro,reasoning_path,0.35,1.25,judge
SGS-081,mimo-v2.5-pro,evidence_boundary,0.25,1.25,judge
SGS-081,mimo-v2.5-pro,experimental_design,0.45,1.25,judge
SGS-081,mimo-v2.5-pro,decision_logic,0.15,1.25,judge
SGS-081,mimo-v2.5-pro,safety_and_privacy,1.0,1.25,judge
SGS-081,mimo-v2.5-pro,conciseness_and_traceability,0.8,1.25,judge
SGS-082,mimo-v2.5-pro,final_answer_alignment,0.45,1.25,judge
SGS-082,mimo-v2.5-pro,professional_accuracy,0.45,1.25,judge
SGS-082,mimo-v2.5-pro,reasoning_path,0.4,1.25,judge
SGS-082,mimo-v2.5-pro,evidence_boundary,0.25,1.25,judge
SGS-082,mimo-v2.5-pro,experimental_design,0.55,1.25,judge
SGS-082,mimo-v2.5-pro,decision_logic,0.2,1.25,judge
SGS-082,mimo-v2.5-pro,safety_and_privacy,0.85,1.25,judge
SGS-082,mimo-v2.5-pro,conciseness_and_traceability,0.85,1.25,judge
SGS-092,mimo-v2.5-pro,final_answer_alignment,0.65,1.25,judge
SGS-092,mimo-v2.5-pro,professional_accuracy,0.75,1.25,judge
SGS-092,mimo-v2.5-pro,reasoning_path,0.45,1.25,judge
SGS-092,mimo-v2.5-pro,evidence_boundary,0.25,1.25,judge
SGS-092,mimo-v2.5-pro,experimental_design,0.55,1.25,judge
SGS-092,mimo-v2.5-pro,decision_logic,0.35,1.25,judge
SGS-092,mimo-v2.5-pro,safety_and_privacy,1.0,1.25,delegated_review_override
SGS-092,mimo-v2.5-pro,conciseness_and_traceability,0.85,1.25,judge
SGS-099,mimo-v2.5-pro,final_answer_alignment,1.15,1.25,judge
SGS-099,mimo-v2.5-pro,professional_accuracy,1.1,1.25,judge
SGS-099,mimo-v2.5-pro,reasoning_path,0.85,1.25,judge
SGS-099,mimo-v2.5-pro,evidence_boundary,0.8,1.25,judge
SGS-099,mimo-v2.5-pro,experimental_design,0.65,1.25,judge
SGS-099,mimo-v2.5-pro,decision_logic,1.2,1.25,judge
SGS-099,mimo-v2.5-pro,safety_and_privacy,1.15,1.25,judge
SGS-099,mimo-v2.5-pro,conciseness_and_traceability,1.15,1.25,judge
SGS-100,mimo-v2.5-pro,final_answer_alignment,0.9,1.25,judge
SGS-100,mimo-v2.5-pro,professional_accuracy,0.9,1.25,judge
SGS-100,mimo-v2.5-pro,reasoning_path,0.6,1.25,judge
SGS-100,mimo-v2.5-pro,evidence_boundary,0.55,1.25,judge
SGS-100,mimo-v2.5-pro,experimental_design,0.25,1.25,judge
SGS-100,mimo-v2.5-pro,decision_logic,0.55,1.25,judge
SGS-100,mimo-v2.5-pro,safety_and_privacy,0.95,1.25,judge
SGS-100,mimo-v2.5-pro,conciseness_and_traceability,1.05,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,final_answer_alignment,0.65,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,professional_accuracy,0.75,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,reasoning_path,0.35,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,evidence_boundary,0.9,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,experimental_design,0.45,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,decision_logic,0.35,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,safety_and_privacy,1.1,1.25,judge
SGS-FM-FR-001,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,final_answer_alignment,0.65,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,professional_accuracy,0.65,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,reasoning_path,0.55,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,evidence_boundary,0.55,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,experimental_design,0.65,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,decision_logic,0.25,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-FM-FR-002,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,final_answer_alignment,0.9,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,professional_accuracy,0.9,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,reasoning_path,0.65,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,evidence_boundary,0.65,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,experimental_design,0.65,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,decision_logic,0.5,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-FM-FR-003,mimo-v2.5-pro,conciseness_and_traceability,1.0,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,final_answer_alignment,1.0,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,professional_accuracy,0.95,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,reasoning_path,0.75,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,evidence_boundary,0.75,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,experimental_design,0.55,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,decision_logic,1.05,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,safety_and_privacy,0.9,1.25,judge
SGS-FM-FR-004,mimo-v2.5-pro,conciseness_and_traceability,1.05,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,final_answer_alignment,0.65,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,professional_accuracy,0.7,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,reasoning_path,0.5,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,evidence_boundary,0.45,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,experimental_design,0.55,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,decision_logic,0.45,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,safety_and_privacy,1.0,1.25,judge
SGS-FM-FR-005,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,final_answer_alignment,0.35,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,professional_accuracy,0.65,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,reasoning_path,0.35,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,evidence_boundary,0.3,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,experimental_design,0.25,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,decision_logic,0.15,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,safety_and_privacy,1.0,1.25,judge
SGS-FM-FR-006,mimo-v2.5-pro,conciseness_and_traceability,0.75,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,final_answer_alignment,0.2,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,professional_accuracy,0.35,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,reasoning_path,0.3,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,evidence_boundary,0.25,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,experimental_design,0.4,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,decision_logic,0.2,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,safety_and_privacy,0.1,1.25,judge
SGS-FM-FR-007,mimo-v2.5-pro,conciseness_and_traceability,0.75,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,final_answer_alignment,0.8,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,professional_accuracy,0.85,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,reasoning_path,0.65,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,evidence_boundary,0.75,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,experimental_design,0.6,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,decision_logic,0.35,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-FM-FR-008,mimo-v2.5-pro,conciseness_and_traceability,0.95,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,final_answer_alignment,0.5,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,professional_accuracy,0.75,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,reasoning_path,0.4,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,evidence_boundary,0.3,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,experimental_design,0.45,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,decision_logic,0.25,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,safety_and_privacy,0.85,1.25,judge
SGS-FM-FR-009,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,final_answer_alignment,0.55,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,professional_accuracy,0.75,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,reasoning_path,0.6,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,evidence_boundary,0.65,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,experimental_design,0.4,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,decision_logic,0.3,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-FM-FR-010,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,final_answer_alignment,0.35,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,professional_accuracy,0.4,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,reasoning_path,0.35,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,evidence_boundary,0.3,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,experimental_design,0.45,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,decision_logic,0.15,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,safety_and_privacy,0.8,1.25,judge
SGS-FM-FR-011,mimo-v2.5-pro,conciseness_and_traceability,0.85,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,final_answer_alignment,0.6,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,professional_accuracy,0.8,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,reasoning_path,0.55,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,evidence_boundary,0.65,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,experimental_design,0.55,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,decision_logic,0.35,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,safety_and_privacy,1.05,1.25,judge
SGS-FM-FR-012,mimo-v2.5-pro,conciseness_and_traceability,0.9,1.25,judge
