item_id,set_name,subset,question_type,domain,validity_verdict,gold_reference_status,condition_sufficiency,source_support,ambiguity_severity,audit_priority,key_finding,v0_6_item_action,future_release_recommendation,confidence,review_status,parent_task_id,variant_type,expected_consistency,difficulty_assessment,diagnostic_value,recommended_action,review_identity
SGS-001,main,domain_core_mcq,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_preferred_but_not_unique,partially_sufficient,project_analog_only,medium,P1,A概括了相容性与干膜验证，但D同样直接针对析出边界，二者存在包含/重叠关系。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-002,main,domain_core_mcq,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_conceptually_correct,partially_sufficient,general_review_support,medium,P1,B是机制拆分目标，C是实现该拆分的直接湿度阶跃实验；作为“先排查”两者都可辩护。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-FM-FR-005,main,scientific_stress_free_response,free_response,organic_chemistry,valid_with_major_caveat,reference_overprioritizes_solution_state,partially_sufficient,project_analog_only,medium,P1,先查浸渍液均一性合理，但纸基毛细作用和干燥迁移不是必须后置的解释；题干未给实际溶剂体系，参考顺序过度确定。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-006,main,domain_core_mcq,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_not_unique,insufficient,general_review_support,high,P1,B的分配增强/脱附受限与C的溶胀扩散受限可同时发生；D的腔体滞留也未被排除，题干不足以单选。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-FM-007,main,scientific_stress_mcq,multiple_choice,organic_chemistry,valid_with_major_caveat,gold_preferred_but_wording_problem,partially_sufficient,scientific_stress_internal_only,medium,P1,极性介质可能增强离子分离并加快阳离子聚合，但“更稳定离子对”与更高传播活性表述不够严谨，且溶剂亲核性、反离子和链转移共同决定结果。,keep_unmodified,future_release_clarify_conditions_or_source,medium_high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-008,main,domain_core_mcq,multiple_choice,organic_chemistry,valid_but_under_supported,gold_reasonable,sufficient,generic_safety_source,low,P1,肼类路线优先审查暴露与废液边界合理，但具体衍生物危害差异应依SDS而非类别名一概而论。,keep_unmodified,future_release_clarify_conditions_or_source,medium,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-009,main,domain_core_mcq,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_not_unique,insufficient,weak_generic_support,high,P1,A、B、C、D均可能成立；甲氧基/硝基影响受异构体、质子化、溶剂和产物路径制约，无法从题干唯一选A。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-FM-FR-010,main,scientific_stress_free_response,free_response,inorganic_chemistry,valid_with_major_caveat,reference_matrix_not_fully_feasible,partially_sufficient,synthetic_control_design,medium,P1,要求独立控制贵金属负载、粒径、载体形貌和热处理科学上正确，但“相似负载不同粒径/相似粒径不同负载”在真实合成中难完全正交，应接受分阶段或统计控制设计。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-013,main,domain_core_mcq,multiple_choice,organic_chemistry,valid_with_major_caveat,gold_is_hypothesis_not_conclusion,partially_sufficient,general_review_support,medium,P1,乙醇交叉响应支持增塑剂引入分配/溶胀混杂的候选解释，但尚不能作为确定结论；B、C才是区分路径。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-014,main,domain_core_mcq,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_not_unique,insufficient,weak_generic_support,high,P1,介体降低储存稳定性是上位解释，基膜吸附和光诱导循环是具体可行机制；无暗/光、基膜和无介体对照不能优先B。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-017,main,domain_core_mcq,multiple_choice,organic_chemistry,questionable_gold,gold_scientifically_weak,insufficient,project_analog_only,high,P1,提高受体负载通常增加容量，不必然让低浓度段化学饱和；光学自吸收、背景加深、聚集和有效反应层变化均可压缩线性，A不具唯一性。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-019,main,domain_core_free_response,free_response,organic_chemistry,valid_with_major_caveat,reference_reasonable,sufficient,general_review_support,medium,P1,要求多假设和区分实验有效，但光氧化、湿度、迁移和局部富集可并存，称为“互斥假设”不严谨，应理解为可判别假设。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-020,main,domain_core_mcq,multiple_choice,physical_chemistry,questionable_gold,gold_restates_observation,insufficient,general_review_support,high,P1,升温通常加快脱附；若恢复反而变慢，应考虑不可逆反应、相变、烧结或传质/测量问题。B仅重述权衡且把“脱附变慢”当成既定机制。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-023,main,domain_core_mcq,multiple_choice,physical_chemistry,ambiguous_incomplete_gold,gold_explains_only_half,insufficient,general_transport_support,high,P1,A解释T90变长，B解释响应提高；题干要求解释两个现象，最佳答案应组合吸附容量增加与扩散路径增长。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-024,main,domain_core_mcq,multiple_choice,physical_chemistry,valid_with_major_caveat,gold_partial,partially_sufficient,general_review_support,medium,P1,功函数/价带/表面态有助于电子敏化判断，但不能单独区分催化溢流；还需反应动力学、原位表面物种及粒径/分散控制，D不是次要可省。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-025,main,domain_core_mcq,multiple_choice,physical_chemistry,ambiguous_multiple_defensible,gold_product_relevant_but_not_unique,partially_sufficient,general_review_support,medium,P1,产品化确需LED功耗和光老化，但暗态对照是确认光照增益真实性的基础；A与C都属于不能漏掉的验证。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-028,main,domain_core_mcq,multiple_choice,physical_chemistry,ambiguous_multiple_defensible,gold_incomplete,partially_sufficient,general_review_support,medium,P1,统一方向有利于排名，但必须同时保留Ra、Rg、原始比值和定义；C、D也是规范比较所需，B单独执行可能掩盖物理含义。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-FM-034,main,scientific_stress_mcq,multiple_choice,analytical_chemistry,valid_with_major_caveat,gold_closest_but_rationale_contradictory,sufficient,calculation_self_contained,high,P0,90%最终响应为0.864，线性插值约39.4 s，A“约45 s”是最近选项；参考理由末句却写“选项中C最合理”，构成明确内部错误。,keep_unmodified,future_release_correct_reference_rationale,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-035,main,domain_core_mcq,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_not_unique,sufficient,general_review_support,medium,P1,A与B表达同一核心错误：p型中空穴降低会使电阻上升；C也与电荷转移方向相关，选项未做到互斥。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-037,main,domain_core_mcq,multiple_choice,inorganic_chemistry,questionable_gold,gold_too_narrow,insufficient,weak_generic_support,high,P1,O 1s高结合能组分可含羟基、吸附水/氧、碳酸盐和缺陷相关物种；C仍把候选限制为缺陷/羟基，D的对照更有助于边界判断，选项还混合结论与实验。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-FM-037,main,scientific_stress_mcq,multiple_choice,organic_chemistry,valid_with_major_caveat,gold_preferred_but_not_unique,partially_sufficient,project_analog_plus_solubility_claim,medium,P1,固定斑点和受体低水溶性支持先查浸渍液均一性，A合理；边缘富集也可由纸基毛细流与干燥迁移造成，且题干未说明助溶剂、pH或实际溶液状态。,keep_unmodified,future_release_clarify_conditions_or_source,medium_high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-FM-038,main,scientific_stress_mcq,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_speculative_not_unique,insufficient,project_analog_only,high,P1,提高硝酸银负载可能改变银物种颗粒尺度，但棕色/灰色同时受颗粒尺寸分布、形貌、还原环境、卤化/络合物、纸基和光照影响；C缺乏足够证据且可能只加深背景。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-039,main,domain_core_mcq,multiple_choice,inorganic_chemistry,ambiguous_arbitrary_gold,gold_not_justified,insufficient,weak_generic_support,high,P1,题干没有光激活或湿度条件，A并不比Ag团聚、光吸收背景或晶粒变化更必然；四项都是合理隐藏问题，Gold缺少判别依据。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-043,main,domain_core_mcq,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_is_plausible_hypothesis_not_unique,under_specified,primary_source_needed,major,P1,CuO–H2S 不完全恢复可由硫化/相转化、强吸附及其他表面残留共同造成；缺少循环前后成分或物相证据时，A 不能作为唯一原因。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-045,main,domain_core_free_response,free_response,inorganic_chemistry,valid_with_major_caveat,reference_direction_correct_but_minimality_under_defined,partially_sufficient,general_method_support,moderate,P1,题目能检验混杂控制，但负载量、粒径和载体形貌通常由合成共同耦合；所谓“最小矩阵”需明确可实现的正交/分层设计与表征确认，简单一因素对照未必可识别独立贡献。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-048,main,domain_core_mcq,multiple_choice,materials_science,ambiguous_multiple_defensible,gold_plausible_but_not_unique,under_specified,general_literature_support,major,P1,器件间电阻差既可能来自随机接触网络，也可能来自纳米线直径、烧结颈和表面态分布；题干无形貌或工艺信息，B 只是常见候选，不能稳定唯一。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-057,main,domain_core_mcq,multiple_choice,materials_science,ambiguous_multiple_defensible,gold_is_policy_statement,sufficient,project_requirement,moderate,P1,把功耗预算纳入排序当然正确，但 A“寻找响应—功耗折中窗口”是直接实现该决策的实验动作；C 与 A 层级不同，单选区分不稳。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-058,main,domain_core_mcq,multiple_choice,materials_science,ambiguous_multiple_defensible,gold_plausible_but_not_unique,under_specified,general_engineering_support,major,P1,封装后变慢可由死体积/扩散路径、封装遮挡或胶层、算法滤波及阀切换共同造成；题干没有给出足够信息把 D 唯一化。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-062,main,domain_core_mcq,multiple_choice,general_chemistry,ambiguous_arbitrary_gold,gold_not_uniquely_tied_to_question,under_specified,general_chemistry_support,major,P1,题干问“最需要分开考虑”，A、B、C、D 四组在不同传感材料和温区都需分开；NO2/H2S 氧化还原性相反并不足以使 B 成为唯一最佳。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-065,main,domain_core_mcq,multiple_choice,general_chemistry,valid_with_major_caveat,gold_incomplete,under_specified,standard_needed,moderate,P1,比较 ppm 响应必须记录母气证书/浓度、稀释与总流量、湿度、温度、压力和系统校准；A 只覆盖部分关键条件，D 的气瓶有效性并非“数据陷阱”。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-067,main,domain_core_mcq,multiple_choice,general_chemistry,ambiguous_multiple_defensible,gold_broad_but_not_unique,sufficient,general_material_support,moderate,P1,高水溶性不能代表气敏膜适用，A、B、C、D 均是直接理由；C 最综合但并非唯一正确，选项层级重叠。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-070,main,domain_core_mcq,multiple_choice,general_chemistry,ambiguous_multiple_defensible,gold_is_cautious_statement,sufficient,general_spectroscopy_support,moderate,P1,B 的谨慎结论成立，但 A“作为参与线索”和 C“循环验证可逆性”同样正确且层级互补；题目更适合多选或询问最稳妥表述。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-074,main,domain_core_mcq,multiple_choice,analytical_chemistry,ambiguous_multiple_defensible,gold_useful_but_not_sufficient,under_specified,project_analog_plus_method_support,moderate,P1,基线归一化可减少初始颜色差，但不同基膜可能具有不同散射、动态范围和阈值；A 与 C 可同时需要，不能仅靠归一化保证可比。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-083,main,domain_core_mcq,multiple_choice,technical_chemistry,valid_with_major_caveat,gold_hypothesis_not_directly_established,under_specified,process_science_support,moderate,P1,旋涂后变慢可能来自膜厚、负载、孔结构、溶剂残留或测试差异；D 是综合候选，但 A 才是直接测量验证，二者不应被设为互斥。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-084,main,domain_core_mcq,multiple_choice,technical_chemistry,ambiguous_multiple_defensible,gold_overly_broad,partially_sufficient,process_science_support,major,P1,边缘堆积可由浆料流变、网版/刮刀、溶剂挥发、固含与干燥迁移共同引起；A 把多类变量捆绑，B/D 也是首轮变量，Gold 唯一性弱。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-087,main,domain_core_mcq,multiple_choice,technical_chemistry,ambiguous_multiple_defensible,gold_plausible_not_unique,under_specified,project_analog,major,P1,连续浸渍前后段变浅可由槽液消耗/挥发、基膜吸液差、传送速度或槽内混合造成；D 是常见原因，但 A 也直接可辩护。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-090,main,domain_core_mcq,multiple_choice,technical_chemistry,ambiguous_multiple_defensible,gold_diagnosis_and_option_A_test_overlap,sufficient,project_analog_plus_process_support,moderate,P1,检查干燥流场和溶质迁移是合理机制判断，调整温度/风速观察边缘富集则是直接验证；C 与 A 属于假设—测试组合，单选层级混合。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-092,main,domain_core_free_response,free_response,technical_chemistry,valid_with_major_caveat,reference_factors_reasonable_but_design_not_specified,partially_sufficient,DOE_method_support,moderate,P1,六因素 DOE 题目有效，但 Reference 只列因素与指标，没有说明因子水平、随机化、区组、交互、重复和分析模型；“前后段取样”更适合作为空间/时间区组而非普通因子。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-093,main,domain_core_mcq,multiple_choice,toxicity_and_safety,ambiguous_multiple_defensible,gold_immediate_action_but_B_C_D_also_safe,sufficient,official_safety_support,moderate,P1,在缺少 PH3 专用报警与尾气条件时必须暂停当前测试，A 是即时结论；委托合规平台、先做替代气链路验证和完成专项设施评审也都是正确后续，不能标为“当前不安全”的错误选项。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-094,main,domain_core_mcq,multiple_choice,toxicity_and_safety,valid_with_major_caveat,gold_too_generic,under_specified,site_SOP_required,major,P1,“按氧化性污染物流程处置”方向正确但不可独立执行，具体方法取决于场所 SOP、材料相容性、残余臭氧确认和处置系统；A/C/D 可能是合规流程组成，题目缺少设施条件。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,,,,,,keep_unmodified_record_issue,专家 X
SGS-001-R01,robustness,robustness,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_preferred_but_not_unique,partially_sufficient,parent_inherited_project_analog,medium,P1,保留了母题A与D的重叠：复配澄清窗口与调整酸度/溶剂评估析出边界并非互斥。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,SGS-001,paraphrase,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-001-R02,robustness,robustness,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_preferred_but_not_unique,partially_sufficient,parent_inherited_project_analog,medium,P1,“外观更接近竞品”是无关诱导，但母题A/D重叠仍存在，Gold稳定性测试夹杂了题目歧义。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,SGS-001,distractor,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-002-R01,robustness,robustness,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_preferred_but_not_unique,partially_sufficient,parent_inherited_general_rule,medium,P1,B描述需要拆分的两类机制，C给出直接湿度阶跃判别手段，二者仍存在目标与方法的重叠。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,SGS-002,paraphrase,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-002-R02,robustness,robustness,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_preferred_but_not_unique,partially_sufficient,parent_inherited_general_rule,medium,P1,SEM平整不改变湿度问题，但B与C仍可同时作为首轮排查，Gold并非严格唯一。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,SGS-002,distractor,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-003-R03,robustness,robustness,multiple_choice,organic_chemistry,ambiguous_multiple_defensible,gold_not_entailed,insufficient,synthetic_condition_shift,high,P1,校正通道降低准确率且独立湿度已记录，只能支持移除/重构模型；并不能直接推出更换金属中心D是首要动作。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,SGS-003,contradiction,changed_answer,,,keep_unmodified_record_issue,专家 X
SGS-007-R03,robustness,robustness,multiple_choice,organic_chemistry,invalid_gold_or_reference,gold_repeats_already_observed_test,insufficient,synthetic_condition_shift,high,P0,题干已说明干态酸气复测响应仍下降，A却要求再次做同一复测；新证据应转向不可逆失活、覆盖度或界面表征，现有选项没有合适答案。,keep_unmodified,future_release_correct_gold_or_replace_item,high,completed,SGS-007,contradiction,changed_answer,,,keep_unmodified_record_issue,专家 X
SGS-009-R01,robustness,robustness,multiple_choice,organic_chemistry,valid_with_major_caveat,gold_preferred_but_underqualified,partially_sufficient,parent_inherited_textbook_rule,medium,P1,供电子甲氧基通常提高芳胺可氧化性，但取代位置、质子化和介质未指定，A只能作一般预期。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,SGS-009,paraphrase,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-009-R02,robustness,robustness,multiple_choice,organic_chemistry,valid_with_major_caveat,gold_preferred_but_underqualified,partially_sufficient,parent_inherited_textbook_rule,medium,P1,成膜均匀性不消除电子效应，但缺少取代位置和条件，A仍非严格普遍结论。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,SGS-009,distractor,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-035-R01,robustness,robustness,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_generalizes_other_correct_options,partially_sufficient,parent_inherited_carrier_rule,medium,P1,A是总括性错误，但B空穴浓度方向、C电子转移方向也可描述同一关键错误，选项层级不平行。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,SGS-035,paraphrase,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-035-R02,robustness,robustness,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_generalizes_other_correct_options,partially_sufficient,parent_inherited_carrier_rule,medium,P1,响应幅度干扰无关，但A/B/C仍是同一错误的不同层级，Gold不严格唯一。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,SGS-035,distractor,same_answer,,,keep_unmodified_record_issue,专家 X
SGS-097-R03,robustness,robustness,multiple_choice,toxicity_and_safety,invalid_gold_or_reference,gold_directly_wrong,sufficient,official_safety_principle,critical,P0,即使认证标气、密闭气路和联锁齐备，A“开放台面临时反应源放出氯气”仍是最不合适；C替代氧化气体并非不合适，Gold C错误。,keep_unmodified,future_release_correct_gold_or_replace_item,high,completed,SGS-097,contradiction,changed_answer,,,keep_unmodified_record_issue,专家 X
SGS-HARD-016,hard50,hard50,multiple_choice,general_chemistry,invalid_gold_or_reference,gold_directly_wrong_and_rationale_mismatch,sufficient,synthetic_scenario_only,critical,P0,新增对照证明湿度混杂，正确动作是B“加入湿度控制并重估目标气贡献”；文件Gold D滤波会掩盖混杂，且参考解释也明确支持B。,keep_unmodified,future_release_correct_gold_or_replace_item,high,completed,,,,overstated,limited_by_obvious_single_best_answer,keep_unmodified_record_issue,专家 X
SGS-HARD-028,hard50,hard50,multiple_choice,toxicity_and_safety,invalid_gold_or_reference,gold_directly_wrong_and_rationale_mismatch,sufficient,synthetic_scenario_only,critical,P0,题目要求安全替代路径，C“低风险替代气体验证和判读框架”与参考解释一致；文件却把D“删除任务”标为Gold，直接错误。,keep_unmodified,future_release_correct_gold_or_replace_item,high,completed,,,,overstated,limited_by_obvious_single_best_answer,keep_unmodified_record_issue,专家 X
SGS-HARD-043,hard50,hard50,multiple_choice,technical_chemistry,ambiguous_multiple_defensible,gold_underconstrained,insufficient,synthetic_scenario_only,high,P1,维护窗口少并不自动支持弱化过滤层；若干扰风险高，过滤层仍可能必要。缺少误报成本、维护周期和过滤寿命，C不是唯一稳妥答案。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,,,,overstated,limited_by_obvious_single_best_answer,keep_unmodified_record_issue,专家 X
