item_id,set_name,subset,question_type,domain,validity_verdict,gold_reference_status,condition_sufficiency,source_support,ambiguity_severity,audit_priority,key_finding,v0_6_item_action,future_release_recommendation,confidence,review_status,recommended_action,review_identity
SGS-FM-034,main,scientific_stress_mcq,multiple_choice,analytical_chemistry,valid_with_major_caveat,gold_closest_but_rationale_contradictory,sufficient,calculation_self_contained,high,P0,90%最终响应为0.864，线性插值约39.4 s，A“约45 s”是最近选项；参考理由末句却写“选项中C最合理”，构成明确内部错误。,keep_unmodified,future_release_correct_reference_rationale,high,completed,keep_unmodified_record_issue,专家 X
SGS-035,main,domain_core_mcq,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_not_unique,sufficient,general_review_support,medium,P1,A与B表达同一核心错误：p型中空穴降低会使电阻上升；C也与电荷转移方向相关，选项未做到互斥。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-FM-035,main,scientific_stress_mcq,multiple_choice,toxicity_and_safety,valid,gold_unique,sufficient,synthetic_safety_scenario,low,P3,连续化前需系统评估芳香胺暴露、氧化剂兼容性、废物、通风和干燥风险，B完整且唯一。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-036,main,domain_core_mcq,multiple_choice,inorganic_chemistry,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,NO2受电子形成表面受体态并加宽耗尽层是合理简化；A的吸附氧耦合在部分条件下也可能参与。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-FM-036,main,scientific_stress_mcq,multiple_choice,organic_chemistry,valid,gold_unique,sufficient,synthetic_observation_self_contained,low,P3,未暴露区随时间变深且避光样变化较弱，优先验证光/氧背景显色或受体预氧化，B合理。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-037,main,domain_core_mcq,multiple_choice,inorganic_chemistry,questionable_gold,gold_too_narrow,insufficient,weak_generic_support,high,P1,O 1s高结合能组分可含羟基、吸附水/氧、碳酸盐和缺陷相关物种；C仍把候选限制为缺陷/羟基，D的对照更有助于边界判断，选项还混合结论与实验。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,keep_unmodified_record_issue,专家 X
SGS-FM-037,main,scientific_stress_mcq,multiple_choice,organic_chemistry,valid_with_major_caveat,gold_preferred_but_not_unique,partially_sufficient,project_analog_plus_solubility_claim,medium,P1,固定斑点和受体低水溶性支持先查浸渍液均一性，A合理；边缘富集也可由纸基毛细流与干燥迁移造成，且题干未说明助溶剂、pH或实际溶液状态。,keep_unmodified,future_release_clarify_conditions_or_source,medium_high,completed,keep_unmodified_record_issue,专家 X
SGS-038,main,domain_core_mcq,multiple_choice,inorganic_chemistry,valid_with_minor_caveat,gold_reasonable,sufficient,general_review_support,low,P2,单独CuO与SnO2是异质结归因的必要对照；还应匹配形貌、负载、接触和物理混合对照。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-FM-038,main,scientific_stress_mcq,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_speculative_not_unique,insufficient,project_analog_only,high,P1,提高硝酸银负载可能改变银物种颗粒尺度，但棕色/灰色同时受颗粒尺寸分布、形貌、还原环境、卤化/络合物、纸基和光照影响；C缺乏足够证据且可能只加深背景。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-039,main,domain_core_mcq,multiple_choice,inorganic_chemistry,ambiguous_arbitrary_gold,gold_not_justified,insufficient,weak_generic_support,high,P1,题干没有光激活或湿度条件，A并不比Ag团聚、光吸收背景或晶粒变化更必然；四项都是合理隐藏问题，Gold缺少判别依据。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,keep_unmodified_record_issue,专家 X
SGS-FM-039,main,scientific_stress_mcq,multiple_choice,general_chemistry,valid_with_minor_caveat,gold_supported,sufficient,scientific_stress_internal_plus_safety_rule,low,P2,非氧化性强酸可与活泼Fe/Al发生腐蚀并放氢，A为稳妥的安全边界；具体反应速率取决于钝化与工况。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-040,main,domain_core_mcq,multiple_choice,inorganic_chemistry,valid_with_minor_caveat,gold_reasonable,sufficient,general_semiconductor_support,low,P2,晶粒尺度接近/小于耗尽层尺度时全晶粒耗尽可放大电阻调制，但实际还受颈部、电极、孔隙和噪声影响。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-FM-040,main,scientific_stress_mcq,multiple_choice,general_chemistry,valid_with_minor_caveat,gold_supported_but_rationale_outdated,sufficient,scientific_stress_internal_plus_general_rule,low,P2,B正确指出+5氧化态不能推出稳定NX5；“没有可用价层d轨道”可作为传统提示，但现代解释应侧重第二周期价层电子数、键合和分子稳定性。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-041,main,domain_core_mcq,multiple_choice,inorganic_chemistry,valid_with_minor_caveat,gold_preferred_but_not_unique,sufficient_for_strategy_selection,general_literature_support,minor,P2,光/热脉冲是针对慢脱附的直接再生策略，Gold C 可辩护；催化位点调节也可能改善吸附能，需说明功耗、光热老化和材料损伤边界。,keep_unmodified,retain_with_documented_caveat,medium_high,completed,keep_unmodified_record_issue,专家 X
SGS-042,main,domain_core_mcq,multiple_choice,inorganic_chemistry,valid,gold_unique_best,sufficient,general_literature_support,low,P3,高湿快速衰减直接指向材料水稳定性与封装，D 明显优于只记录衰减或继续追求初始响应。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-043,main,domain_core_mcq,multiple_choice,inorganic_chemistry,ambiguous_multiple_defensible,gold_is_plausible_hypothesis_not_unique,under_specified,primary_source_needed,major,P1,CuO–H2S 不完全恢复可由硫化/相转化、强吸附及其他表面残留共同造成；缺少循环前后成分或物相证据时，A 不能作为唯一原因。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-044,main,domain_core_free_response,free_response,inorganic_chemistry,valid_with_minor_caveat,reference_broad_and_defensible,sufficient,primary_source_needed_for_item_specific_claim,minor,P2,参考答案同时保留强吸附、硫化和相转化，并要求循环前后表征与可逆性验证，证据边界合理；“忽略不可逆性”不应自动成为 Hard Fail。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-045,main,domain_core_free_response,free_response,inorganic_chemistry,valid_with_major_caveat,reference_direction_correct_but_minimality_under_defined,partially_sufficient,general_method_support,moderate,P1,题目能检验混杂控制，但负载量、粒径和载体形貌通常由合成共同耦合；所谓“最小矩阵”需明确可实现的正交/分层设计与表征确认，简单一因素对照未必可识别独立贡献。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,keep_unmodified_record_issue,专家 X
SGS-046,main,domain_core_free_response,free_response,inorganic_chemistry,valid_with_minor_caveat,reference_broad_and_defensible,sufficient,primary_source_needed_for_item_specific_claim,minor,P2,要求三类正交证据并逐类写明不能证明什么，设计有效；需进一步区分 EPR 缺陷归属、O 1s 多组分和受控缺陷样品，旧 hard-fail 条件应降为普通证据边界扣分。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-047,main,domain_core_free_response,free_response,inorganic_chemistry,valid,reference_explicitly_allows_multiple_routes,sufficient,literature_cluster_support,low,P3,题目承认可穿戴 NH3 路线不存在唯一材料答案，并要求湿度、功耗、弯折、漂移和稳定性联合取舍，Reference 不强制单一路线。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-048,main,domain_core_mcq,multiple_choice,materials_science,ambiguous_multiple_defensible,gold_plausible_but_not_unique,under_specified,general_literature_support,major,P1,器件间电阻差既可能来自随机接触网络，也可能来自纳米线直径、烧结颈和表面态分布；题干无形貌或工艺信息，B 只是常见候选，不能稳定唯一。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-049,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_is_high_level_tradeoff,sufficient,general_literature_support,minor,P2,C 正确表达孔隙率带来的传质收益与稳定性代价，但漂移成因仍需区分吸湿、结构重排、污染和仪器因素。,keep_unmodified,retain_with_documented_caveat,medium_high,completed,keep_unmodified_record_issue,专家 X
SGS-050,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_preferred_but_mechanism_not_proven,partially_sufficient,general_literature_support,minor,P2,ALD 包覆导致响应下降可由扩散阻力或活性位点遮蔽解释；选择性提高也可能来自尺寸筛分或表面化学变化，应把 Gold 作为首要假设而非已证实机理。,keep_unmodified,retain_with_documented_caveat,medium_high,completed,keep_unmodified_record_issue,专家 X
SGS-051,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_high_level_best,sufficient,general_literature_support,minor,P2,煅烧引发晶粒长大、表面积下降和结构稳定性提高的权衡成立；D 的多指标筛选窗口其实是合理后续动作，Gold A 是结论层而非唯一可执行选择。,keep_unmodified,retain_with_documented_caveat,medium_high,completed,keep_unmodified_record_issue,专家 X
SGS-052,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_plausible_best,partially_sufficient,project_analog_plus_general_support,minor,P2,转到纤维纸基后背景不均，毛细浸润与干燥迁移是高优先级候选；上样量梯度和基纸结构也直接相关，B 与 D 应被视为假设—验证组合。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-053,main,domain_core_mcq,multiple_choice,materials_science,valid,gold_unique_best,sufficient,general_engineering_support,low,P3,选择性膜带来干扰抑制和时延代价，联合评价比只报告任一单指标更符合产品判断。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-054,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_plausible_best,sufficient,general_literature_support,minor,P2,高湿响应反转应优先检查 MOF 水稳定性与竞争吸附；还需把复合界面导电、湿度基线和实际 VOC 浓度变化纳入验证。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-055,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_plausible_best,partially_sufficient,general_device_support,minor,P2,更换电极后幅度变化，接触电阻/界面势垒是首要候选；敏感层覆盖度和器件批差同样必须排除，不能仅凭功函数叙事闭环。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-056,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_unique_best,sufficient,general_device_support,minor,P2,弯折循环下同步记录基线电阻和气体响应能直接识别机械—电学—传感耦合；夹具接触应作为必要空白对照。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-057,main,domain_core_mcq,multiple_choice,materials_science,ambiguous_multiple_defensible,gold_is_policy_statement,sufficient,project_requirement,moderate,P1,把功耗预算纳入排序当然正确，但 A“寻找响应—功耗折中窗口”是直接实现该决策的实验动作；C 与 A 层级不同，单选区分不稳。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-058,main,domain_core_mcq,multiple_choice,materials_science,ambiguous_multiple_defensible,gold_plausible_but_not_unique,under_specified,general_engineering_support,major,P1,封装后变慢可由死体积/扩散路径、封装遮挡或胶层、算法滤波及阀切换共同造成；题干没有给出足够信息把 D 唯一化。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-059,main,domain_core_mcq,multiple_choice,materials_science,valid_with_minor_caveat,gold_preferred_action,sufficient,general_quality_method_support,minor,P2,批间方差上升应追溯制备与工艺记录，A 合理；同时应保留分批统计并复测第三批，B/C 不是数据陷阱，而是调查链的一部分。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-060,main,domain_core_free_response,free_response,materials_science,valid_with_minor_caveat,reference_broad_and_defensible,sufficient,project_analog_plus_literature,minor,P2,多路线矩阵把响应、恢复、选择性、漂移、读数成本和安全边界放在同一比较框架，设计有效；具体 gate 需由产品需求定义，旧“高响应即推进”应是重大缺陷而非自动 Hard Fail。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-061,main,domain_core_free_response,free_response,materials_science,valid_with_minor_caveat,reference_broad_and_defensible,sufficient,project_requirement,minor,P2,六项以内的样机准入 gate 能检验多约束决策；Reference 实际列出超过六类要素，评分时应允许合理合并，不能要求固定清单。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-062,main,domain_core_mcq,multiple_choice,general_chemistry,ambiguous_arbitrary_gold,gold_not_uniquely_tied_to_question,under_specified,general_chemistry_support,major,P1,题干问“最需要分开考虑”，A、B、C、D 四组在不同传感材料和温区都需分开；NO2/H2S 氧化还原性相反并不足以使 B 成为唯一最佳。,keep_unmodified,future_release_rewrite_gold_and_options,high,completed,keep_unmodified_record_issue,专家 X
SGS-063,main,domain_core_mcq,multiple_choice,general_chemistry,valid,gold_unique_best,sufficient,general_chemistry_support,low,P3,银盐与 H2S 生成深色、难溶 Ag2S 是合理基础机理，C 明显优于泛化配位或还原表述。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-064,main,domain_core_mcq,multiple_choice,general_chemistry,valid,gold_unique_best,sufficient,official_safety_support,low,P3,酸化次氯酸盐可能释放氯气，是压倒性的一阶安全边界。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-065,main,domain_core_mcq,multiple_choice,general_chemistry,valid_with_major_caveat,gold_incomplete,under_specified,standard_needed,moderate,P1,比较 ppm 响应必须记录母气证书/浓度、稀释与总流量、湿度、温度、压力和系统校准；A 只覆盖部分关键条件，D 的气瓶有效性并非“数据陷阱”。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,keep_unmodified_record_issue,专家 X
SGS-066,main,domain_core_mcq,multiple_choice,general_chemistry,valid_with_minor_caveat,gold_plausible_best,sufficient,general_chemistry_support,minor,P2,缓冲组分可能抑制目标显色，B 是优先功能性验证；离子强度、吸湿、残盐与干燥速度同样是必要配方边界，A/D 的 profile 标注不准确。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-067,main,domain_core_mcq,multiple_choice,general_chemistry,ambiguous_multiple_defensible,gold_broad_but_not_unique,sufficient,general_material_support,moderate,P1,高水溶性不能代表气敏膜适用，A、B、C、D 均是直接理由；C 最综合但并非唯一正确，选项层级重叠。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-068,main,domain_core_mcq,multiple_choice,general_chemistry,valid_with_minor_caveat,gold_high_level_best,sufficient,official_safety_support,minor,P2,H2S 的急性毒性、可燃性及局部积聚风险使普通通风不足；C 的低点积聚和 A 的固定监测是具体风险控制依据，不应标为机理迁移错误。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-069,main,domain_core_mcq,multiple_choice,general_chemistry,valid_with_minor_caveat,gold_core_metadata_correct,partially_sufficient,standard_support_needed,minor,P2,母气浓度、各路流量和总流量是浓度守恒核心；实际可追溯配气还需 MFC 校准、温压、气瓶证书、吸附/泄漏和湿度记录。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-070,main,domain_core_mcq,multiple_choice,general_chemistry,ambiguous_multiple_defensible,gold_is_cautious_statement,sufficient,general_spectroscopy_support,moderate,P1,B 的谨慎结论成立，但 A“作为参与线索”和 C“循环验证可逆性”同样正确且层级互补；题目更适合多选或询问最稳妥表述。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-071,main,domain_core_mcq,multiple_choice,general_chemistry,valid_with_minor_caveat,gold_plausible_primary_hypothesis,partially_sufficient,general_surface_chemistry_support,minor,P2,竞争吸附/反应耦合能解释非加和，但混气配制、预吸附占位、流量与湿度也应先排查；B 实际是 C 的一种具体形式，不应作为数据陷阱。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-072,main,domain_core_free_response,free_response,general_chemistry,valid_with_minor_caveat,reference_correct,sufficient,standard_support_needed,minor,P2,浓度守恒与非计算误差的分离清楚，题目又明确禁止执行性配气 SOP；“只给公式”应扣完整性分，不应自动视为一票否决。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-073,main,domain_core_mcq,multiple_choice,analytical_chemistry,valid,gold_unique_best,sufficient,IUPAC_method_support,low,P3,LOD 的基本估计需空白噪声与低浓度校准斜率，D 明显最完整。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-074,main,domain_core_mcq,multiple_choice,analytical_chemistry,ambiguous_multiple_defensible,gold_useful_but_not_sufficient,under_specified,project_analog_plus_method_support,moderate,P1,基线归一化可减少初始颜色差，但不同基膜可能具有不同散射、动态范围和阈值；A 与 C 可同时需要，不能仅靠归一化保证可比。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-075,main,domain_core_mcq,multiple_choice,analytical_chemistry,valid_with_minor_caveat,gold_cautious_best,sufficient,general_characterization_support,minor,P2,XRD 未见掺杂相可由低含量、高分散、无定形或固溶造成，B 是稳妥结论；D 是必要后续，不应标为数据陷阱。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-076,main,domain_core_mcq,multiple_choice,analytical_chemistry,valid,gold_unique_best,sufficient,instrument_method_support,low,P3,SEM-EDS 的空间分辨与相互作用体积无法证明原子级分散，C 明确命中证据边界。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-077,main,domain_core_mcq,multiple_choice,analytical_chemistry,valid_with_minor_caveat,gold_preferred_reference_method,sufficient,method_support,minor,P2,GC-MS 能较特异地验证甲苯浓度，Gold 可辩护；定量时 GC-FID 也常适用，吸附管采样与穿透核查并非机理迁移错误。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-078,main,domain_core_mcq,multiple_choice,analytical_chemistry,valid,gold_unique_best,sufficient,surface_analysis_support,low,P3,测试后空气暴露 24 h 会改变吸附物与氧化/水合状态，A 是解释 XPS 前必须声明的关键限制。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-079,main,domain_core_mcq,multiple_choice,analytical_chemistry,valid_with_minor_caveat,gold_primary_risk,sufficient,instrument_method_support,minor,P2,高激光功率导致局部加热、相变或氧化是主要风险；D 可能是 B 的具体后果，选项存在因果层级重叠但 Gold 仍可接受。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-080,main,domain_core_mcq,multiple_choice,analytical_chemistry,valid_with_minor_caveat,gold_umbrella_best,sufficient,method_validation_support,minor,P2,相关干扰矩阵是选择性声明所需的综合框架；相近氧化性气、还原气、湿度和多器件重复都应成为矩阵组成，不应被贬为数据陷阱。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-081,main,domain_core_free_response,free_response,analytical_chemistry,valid_with_minor_caveat,reference_broad_and_defensible,sufficient,method_validation_support,minor,P2,最小验证表覆盖浓度窗口、干扰、湿度、空白、重复与决策规则，结构有效；具体测试点和 gate 应由用途定义，缺某一类通常是普通重大遗漏。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-082,main,domain_core_free_response,free_response,analytical_chemistry,valid,reference_correct_and_traceable,sufficient,authoritative_statistics_support,low,P3,保留原始数据、调查原因、预注册规则、含/不含异常点敏感性分析和复测构成可靠的数据完整性政策。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-083,main,domain_core_mcq,multiple_choice,technical_chemistry,valid_with_major_caveat,gold_hypothesis_not_directly_established,under_specified,process_science_support,moderate,P1,旋涂后变慢可能来自膜厚、负载、孔结构、溶剂残留或测试差异；D 是综合候选，但 A 才是直接测量验证，二者不应被设为互斥。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,keep_unmodified_record_issue,专家 X
SGS-084,main,domain_core_mcq,multiple_choice,technical_chemistry,ambiguous_multiple_defensible,gold_overly_broad,partially_sufficient,process_science_support,major,P1,边缘堆积可由浆料流变、网版/刮刀、溶剂挥发、固含与干燥迁移共同引起；A 把多类变量捆绑，B/D 也是首轮变量，Gold 唯一性弱。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-085,main,domain_core_mcq,multiple_choice,technical_chemistry,valid_with_minor_caveat,gold_plausible_best,sufficient,process_science_support,minor,P2,含有机粘结剂时升温过快与排胶不足是高优先级开裂原因；保温和冷却速率仍是合理后续，C 不属于安全错误。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-086,main,domain_core_mcq,multiple_choice,technical_chemistry,valid,gold_unique_safety_gate,sufficient,official_safety_support,low,P3,H2S/空气自动配气的尾气处理、报警与联锁停机是不可缺少的工程控制，C 明确优先。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-087,main,domain_core_mcq,multiple_choice,technical_chemistry,ambiguous_multiple_defensible,gold_plausible_not_unique,under_specified,project_analog,major,P1,连续浸渍前后段变浅可由槽液消耗/挥发、基膜吸液差、传送速度或槽内混合造成；D 是常见原因，但 A 也直接可辩护。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-088,main,domain_core_mcq,multiple_choice,technical_chemistry,valid_with_minor_caveat,gold_highest_priority,sufficient,reproducibility_principles,minor,P2,制备批次和配气/湿度/测试条件对复现影响最大，A 合理；命名、数据版本、电极批次和脚本同样是完整可追溯链的一部分。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-089,main,domain_core_mcq,multiple_choice,technical_chemistry,valid_with_minor_caveat,gold_plausible_primary_check,sufficient,process_scaleup_support,minor,P2,实际温度场和停留时间是连续炉放大的核心变量；装料密度、气氛流量和前驱体批次必须同步核对，C/D 不应被视为次要陷阱。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-090,main,domain_core_mcq,multiple_choice,technical_chemistry,ambiguous_multiple_defensible,gold_diagnosis_and_option_A_test_overlap,sufficient,project_analog_plus_process_support,moderate,P1,检查干燥流场和溶质迁移是合理机制判断，调整温度/风速观察边缘富集则是直接验证；C 与 A 属于假设—测试组合，单选层级混合。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-091,main,domain_core_mcq,multiple_choice,technical_chemistry,valid,gold_unique_best,sufficient,commissioning_principles,low,P3,新腔体应先空载验证温度、湿度、流量与泄漏，再进入替代气或危险气测试，D 的先后顺序清楚。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-092,main,domain_core_free_response,free_response,technical_chemistry,valid_with_major_caveat,reference_factors_reasonable_but_design_not_specified,partially_sufficient,DOE_method_support,moderate,P1,六因素 DOE 题目有效，但 Reference 只列因素与指标，没有说明因子水平、随机化、区组、交互、重复和分析模型；“前后段取样”更适合作为空间/时间区组而非普通因子。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,keep_unmodified_record_issue,专家 X
SGS-093,main,domain_core_mcq,multiple_choice,toxicity_and_safety,ambiguous_multiple_defensible,gold_immediate_action_but_B_C_D_also_safe,sufficient,official_safety_support,moderate,P1,在缺少 PH3 专用报警与尾气条件时必须暂停当前测试，A 是即时结论；委托合规平台、先做替代气链路验证和完成专项设施评审也都是正确后续，不能标为“当前不安全”的错误选项。,keep_unmodified,future_release_rewrite_for_single_best_answer,high,completed,keep_unmodified_record_issue,专家 X
SGS-094,main,domain_core_mcq,multiple_choice,toxicity_and_safety,valid_with_major_caveat,gold_too_generic,under_specified,site_SOP_required,major,P1,“按氧化性污染物流程处置”方向正确但不可独立执行，具体方法取决于场所 SOP、材料相容性、残余臭氧确认和处置系统；A/C/D 可能是合规流程组成，题目缺少设施条件。,keep_unmodified,future_release_clarify_conditions_or_source,high,completed,keep_unmodified_record_issue,专家 X
SGS-095,main,domain_core_mcq,multiple_choice,toxicity_and_safety,valid,gold_unique_best,sufficient,official_chemical_hazard_support,low,P3,在用 DMF 改善溶解度前先评估替代溶剂与暴露控制符合危害最小化原则，C 优先于性能试验。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-096,main,domain_core_mcq,multiple_choice,toxicity_and_safety,valid_with_minor_caveat,gold_unique_for_negative_question,sufficient,waste_regulation_site_specific,minor,P2,含银废液和耗材不应作为普通水相/一般固废处置，D 明确错误；具体危废分类和代码应依所在地法规与机构流程。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
SGS-097,main,domain_core_mcq,multiple_choice,toxicity_and_safety,valid,gold_unique_risk_identification,sufficient,official_safety_support,low,P3,开放台面临时产生并释放氯气明显不可接受，A 是唯一“最不合适”方案；其他方案仍需经授权和设施评审。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-098,main,domain_core_mcq,multiple_choice,toxicity_and_safety,valid,gold_unique_risk_identification,sufficient,occupational_safety_support,low,P3,用气流吹扫纳米粉末会产生气溶胶并扩大吸入/污染风险，B 明确应避免。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-099,main,domain_core_free_response,free_response,toxicity_and_safety,valid,reference_correct_and_safety_bounded,sufficient,official_safety_support,low,P3,题目给出的信息明确不足以启动高危气体测试，Reference 以授权、通风、尾气、报警联锁、PPE、应急和废物为 no-go 条件，且不包含执行性步骤。,keep_unmodified,retain,high,completed,keep_unmodified_record_issue,专家 X
SGS-100,main,domain_core_free_response,free_response,toxicity_and_safety,valid_with_minor_caveat,reference_broad_and_defensible,sufficient,project_policy,minor,P2,脱敏与安全写作规则覆盖私有比例、供应链/协作标识、危险 SOP 和信息重组风险；“可复现实验条件”不应一概删除，应区分公开科学方法与真正商业/安全敏感细节。,keep_unmodified,retain_with_documented_caveat,high,completed,keep_unmodified_record_issue,专家 X
